         220134140 function calls (207474231 primitive calls) in 485.391 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:811(find_spec)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\sre_compile.py:423(_simple)
       15    0.000    0.000    0.000    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\py_client\aidm\aidm_base_classes.py:44(train_id)
        1    0.000    0.000    0.000    0.000 {method 'union' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\py_client\algorithm_interface\algorithm_interface_helpers.py:6(merge_query_parameters)
       15    0.000    0.000    0.000    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\py_client\aidm\aidm_update_classes.py:33(start_train_path_node_id)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:878(__exit__)
        8    0.000    0.000    0.000    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\sre_compile.py:453(_get_iscased)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\numpy\core\_asarray.py:110(asanyarray)
       10    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:874(__enter__)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\numpy\lib\arraysetops.py:125(_unpack_tuple)
        1    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:351(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\_strptime.py:30(LocaleTime)
       13    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        5    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        3    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:463(_check_name_wrapper)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\py_client\algorithm_interface\algorithm_interface_helpers.py:7(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\_strptime.py:128(<listcomp>)
        5    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:152(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:35(_new_module)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\_strptime.py:170(TimeRE)
        2    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        5    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        5    0.000    0.000    0.000    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\_strptime.py:210(<genexpr>)
        8    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
        2    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:946(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
        2    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\calendar.py:53(<lambda>)
        1    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\enum.py:683(value)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\py_client\aidm\aidm_time_window_classes.py:16(to_time)
        4    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:781(create_module)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:971(get_filename)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\sre_parse.py:168(__setitem__)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\numpy\lib\arraysetops.py:133(_unique_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\py_client\aidm\aidm_time_window_classes.py:12(from_time)
        1    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:406(has_location)


