type,node,,,
arrivalNode,(11, '2005-05-10T07:44:30',20580, 'a')
arrivalNode,(8, '2005-05-10T07:45:30',20944, 'a')
arrivalNode,(12, '2005-05-10T07:48:30',21308, 'a')
arrivalNode,(13, '2005-05-10T07:51:00',21672, 'a')
arrivalNode,(328, '2005-05-10T06:00:48',107578, 'a')
arrivalNode,(494, '2005-05-10T06:04:18',107942, 'a')
arrivalNode,(143, '2005-05-10T06:07:48',108306, 'a')
arrivalNode,(554, '2005-05-10T06:13:18',108670, 'a')
arrivalNode,(663, '2005-05-10T06:45:00',110854, 'a')
arrivalNode,(611, '2005-05-10T06:48:30',111218, 'a')
arrivalNode,(538, '2005-05-10T06:52:00',111582, 'a')
arrivalNode,(203, '2005-05-10T06:54:54',112310, 'a')
arrivalNode,(439, '2005-05-10T06:59:00',112674, 'a')
arrivalNode,(328, '2005-05-10T07:00:48',113038, 'a')
arrivalNode,(494, '2005-05-10T07:04:18',113402, 'a')
arrivalNode,(143, '2005-05-10T07:07:48',113766, 'a')
arrivalNode,(554, '2005-05-10T07:13:18',114130, 'a')
arrivalNode,(584, '2005-05-10T06:14:54',241896, 'a')
arrivalNode,(659, '2005-05-10T06:16:24',242260, 'a')
arrivalNode,(633, '2005-05-10T06:22:18',243352, 'a')
arrivalNode,(663, '2005-05-10T06:29:18',244444, 'a')
arrivalNode,(611, '2005-05-10T06:33:30',244808, 'a')
arrivalNode,(587, '2005-05-10T06:38:00',245536, 'a')
arrivalNode,(168, '2005-05-10T06:42:00',246264, 'a')
arrivalNode,(207, '2005-05-10T06:48:06',246992, 'a')
arrivalNode,(584, '2005-05-10T07:14:54',255364, 'a')
arrivalNode,(659, '2005-05-10T07:16:24',255728, 'a')
arrivalNode,(633, '2005-05-10T07:22:18',256820, 'a')
arrivalNode,(663, '2005-05-10T07:29:18',257912, 'a')
arrivalNode,(611, '2005-05-10T07:33:30',258276, 'a')
arrivalNode,(587, '2005-05-10T07:38:00',259004, 'a')
arrivalNode,(168, '2005-05-10T07:42:00',259732, 'a')
arrivalNode,(207, '2005-05-10T07:48:06',260460, 'a')
arrivalNode,(179, '2005-05-10T06:31:00',479957, 'a')
arrivalNode,(633, '2005-05-10T06:49:00',483233, 'a')
arrivalNode,(179, '2005-05-10T07:31:00',487237, 'a')
arrivalNode,(633, '2005-05-10T07:49:00',490513, 'a')
arrivalNode,(560, '2005-05-10T06:14:00',615366, 'a')
arrivalNode,(618, '2005-05-10T06:16:12',615730, 'a')
arrivalNode,(611, '2005-05-10T06:21:00',616094, 'a')
arrivalNode,(592, '2005-05-10T06:24:18',616822, 'a')
arrivalNode,(606, '2005-05-10T06:28:12',617550, 'a')
arrivalNode,(623, '2005-05-10T06:33:12',617914, 'a')
arrivalNode,(629, '2005-05-10T06:35:48',618278, 'a')
arrivalNode,(601, '2005-05-10T06:38:24',618642, 'a')
arrivalNode,(277, '2005-05-10T06:39:00',619006, 'a')
arrivalNode,(300, '2005-05-10T06:43:00',619370, 'a')
arrivalNode,(560, '2005-05-10T07:14:00',622282, 'a')
arrivalNode,(618, '2005-05-10T07:16:12',622646, 'a')
arrivalNode,(611, '2005-05-10T07:21:00',623010, 'a')
arrivalNode,(592, '2005-05-10T07:24:18',623738, 'a')
arrivalNode,(606, '2005-05-10T07:28:12',624466, 'a')
arrivalNode,(623, '2005-05-10T07:33:12',624830, 'a')
arrivalNode,(629, '2005-05-10T07:35:48',625194, 'a')
arrivalNode,(601, '2005-05-10T07:38:24',625558, 'a')
arrivalNode,(277, '2005-05-10T07:39:00',625922, 'a')
arrivalNode,(300, '2005-05-10T07:43:00',626286, 'a')
arrivalNode,(520, '2005-05-10T06:47:00',1434009, 'a')
arrivalNode,(542, '2005-05-10T06:49:00',1434371, 'a')
arrivalNode,(456, '2005-05-10T06:51:30',1434733, 'a')
arrivalNode,(297, '2005-05-10T06:56:00',1435095, 'a')
arrivalNode,(401, '2005-05-10T06:59:30',1435457, 'a')
arrivalNode,(253, '2005-05-10T07:11:42',1794781, 'a')
arrivalNode,(277, '2005-05-10T06:48:00',1857058, 'a')
arrivalNode,(601, '2005-05-10T06:50:06',1857422, 'a')
arrivalNode,(629, '2005-05-10T06:53:18',1857786, 'a')
arrivalNode,(623, '2005-05-10T06:57:24',1858150, 'a')
arrivalNode,(606, '2005-05-10T07:00:30',1858514, 'a')
arrivalNode,(592, '2005-05-10T07:04:18',1859242, 'a')
arrivalNode,(611, '2005-05-10T07:08:36',1859970, 'a')
arrivalNode,(618, '2005-05-10T07:11:18',1860334, 'a')
arrivalNode,(560, '2005-05-10T07:14:18',1860698, 'a')
arrivalNode,(387, '2005-05-10T07:18:18',1861062, 'a')
arrivalNode,(176, '2005-05-10T07:20:18',1861426, 'a')
arrivalNode,(354, '2005-05-10T07:23:18',1861790, 'a')
arrivalNode,(351, '2005-05-10T07:27:24',1862154, 'a')
arrivalNode,(548, '2005-05-10T07:29:06',1862518, 'a')
arrivalNode,(515, '2005-05-10T07:35:54',1862882, 'a')
arrivalNode,(277, '2005-05-10T07:48:00',1865794, 'a')
arrivalNode,(601, '2005-05-10T07:50:06',1866158, 'a')
arrivalNode,(629, '2005-05-10T07:53:18',1866522, 'a')
arrivalNode,(623, '2005-05-10T07:57:24',1866886, 'a')
arrivalNode,(606, '2005-05-10T08:00:30',1867250, 'a')
arrivalNode,(297, '2005-05-10T06:59:00',2253764, 'a')
arrivalNode,(456, '2005-05-10T07:02:00',2254126, 'a')
arrivalNode,(542, '2005-05-10T07:06:30',2254488, 'a')
arrivalNode,(520, '2005-05-10T07:09:30',2254850, 'a')
arrivalNode,(498, '2005-05-10T07:14:30',2255212, 'a')
arrivalNode,(297, '2005-05-10T07:59:00',2265752, 'a')
arrivalNode,(633, '2005-05-10T06:26:00',2432797, 'a')
arrivalNode,(633, '2005-05-10T07:26:00',2450997, 'a')
arrivalNode,(179, '2005-05-10T06:30:00',3129859, 'a')
arrivalNode,(179, '2005-05-10T07:30:00',3137139, 'a')
arrivalNode,(331, '2005-05-10T06:03:24',3252163, 'a')
arrivalNode,(356, '2005-05-10T06:06:12',3252527, 'a')
arrivalNode,(409, '2005-05-10T06:08:12',3252891, 'a')
arrivalNode,(240, '2005-05-10T06:12:36',3253619, 'a')
arrivalNode,(611, '2005-05-10T06:15:42',3253983, 'a')
arrivalNode,(606, '2005-05-10T06:23:00',3256531, 'a')
arrivalNode,(623, '2005-05-10T06:27:36',3256895, 'a')
arrivalNode,(494, '2005-05-10T06:39:48',3259443, 'a')
arrivalNode,(554, '2005-05-10T06:45:30',3260171, 'a')
arrivalNode,(179, '2005-05-10T06:59:36',3264539, 'a')
arrivalNode,(331, '2005-05-10T07:03:24',3264903, 'a')
arrivalNode,(356, '2005-05-10T07:06:12',3265267, 'a')
arrivalNode,(409, '2005-05-10T07:08:12',3265631, 'a')
arrivalNode,(240, '2005-05-10T07:12:36',3266359, 'a')
arrivalNode,(611, '2005-05-10T07:15:42',3266723, 'a')
arrivalNode,(606, '2005-05-10T07:23:00',3269271, 'a')
arrivalNode,(623, '2005-05-10T07:27:36',3269635, 'a')
arrivalNode,(494, '2005-05-10T07:39:48',3272183, 'a')
arrivalNode,(554, '2005-05-10T07:45:30',3272911, 'a')
arrivalNode,(173, '2005-05-10T07:50:00',3273275, 'a')
arrivalNode,(404, '2005-05-10T07:53:36',3273639, 'a')
arrivalNode,(271, '2005-05-10T07:57:12',3274003, 'a')
arrivalNode,(416, '2005-05-10T08:01:24',3274367, 'a')
arrivalNode,(179, '2005-05-10T07:59:36',3277279, 'a')
arrivalNode,(611, '2005-05-10T06:15:00',3486579, 'a')
arrivalNode,(538, '2005-05-10T06:19:30',3486943, 'a')
arrivalNode,(203, '2005-05-10T06:23:18',3487671, 'a')
arrivalNode,(439, '2005-05-10T06:26:30',3488035, 'a')
arrivalNode,(328, '2005-05-10T06:29:18',3488399, 'a')
arrivalNode,(494, '2005-05-10T06:34:48',3488763, 'a')
arrivalNode,(143, '2005-05-10T06:38:18',3489127, 'a')
arrivalNode,(554, '2005-05-10T06:43:48',3489491, 'a')
arrivalNode,(611, '2005-05-10T07:15:00',3492039, 'a')
arrivalNode,(538, '2005-05-10T07:19:30',3492403, 'a')
arrivalNode,(203, '2005-05-10T07:23:18',3493131, 'a')
arrivalNode,(439, '2005-05-10T07:26:30',3493495, 'a')
arrivalNode,(328, '2005-05-10T07:29:18',3493859, 'a')
arrivalNode,(494, '2005-05-10T07:34:48',3494223, 'a')
arrivalNode,(143, '2005-05-10T07:38:18',3494587, 'a')
arrivalNode,(554, '2005-05-10T07:43:48',3494951, 'a')
arrivalNode,(623, '2005-05-10T07:14:48',3754700, 'a')
arrivalNode,(606, '2005-05-10T07:17:54',3755064, 'a')
arrivalNode,(592, '2005-05-10T07:22:12',3755792, 'a')
arrivalNode,(611, '2005-05-10T07:27:06',3756520, 'a')
arrivalNode,(360, '2005-05-10T07:30:06',3757248, 'a')
arrivalNode,(284, '2005-05-10T07:32:30',3757976, 'a')
arrivalNode,(283, '2005-05-10T07:35:48',3758340, 'a')
arrivalNode,(168, '2005-05-10T07:39:18',3759068, 'a')
arrivalNode,(207, '2005-05-10T07:43:48',3759796, 'a')
arrivalNode,(274, '2005-05-10T07:48:24',3760160, 'a')
arrivalNode,(498, '2005-05-10T07:54:06',3761252, 'a')
arrivalNode,(611, '2005-05-10T06:02:42',3778724, 'a')
arrivalNode,(592, '2005-05-10T06:07:00',3779452, 'a')
arrivalNode,(606, '2005-05-10T06:09:48',3780180, 'a')
arrivalNode,(623, '2005-05-10T06:14:24',3780544, 'a')
arrivalNode,(274, '2005-05-10T06:11:42',3811848, 'a')
arrivalNode,(207, '2005-05-10T06:15:54',3812212, 'a')
arrivalNode,(168, '2005-05-10T06:20:54',3812940, 'a')
arrivalNode,(283, '2005-05-10T06:24:24',3813668, 'a')
arrivalNode,(284, '2005-05-10T06:26:42',3814032, 'a')
arrivalNode,(360, '2005-05-10T06:29:06',3814760, 'a')
arrivalNode,(611, '2005-05-10T06:32:42',3815488, 'a')
arrivalNode,(592, '2005-05-10T06:37:00',3816216, 'a')
arrivalNode,(606, '2005-05-10T06:39:48',3816944, 'a')
arrivalNode,(623, '2005-05-10T06:44:24',3817308, 'a')
arrivalNode,(360, '2005-05-10T06:00:06',3843516, 'a')
arrivalNode,(284, '2005-05-10T06:02:30',3844244, 'a')
arrivalNode,(283, '2005-05-10T06:05:48',3844608, 'a')
arrivalNode,(168, '2005-05-10T06:09:18',3845336, 'a')
arrivalNode,(207, '2005-05-10T06:13:48',3846064, 'a')
arrivalNode,(274, '2005-05-10T06:18:24',3846428, 'a')
arrivalNode,(498, '2005-05-10T06:24:06',3847520, 'a')
arrivalNode,(274, '2005-05-10T06:41:42',3848612, 'a')
arrivalNode,(207, '2005-05-10T06:45:54',3848976, 'a')
arrivalNode,(168, '2005-05-10T06:50:54',3849704, 'a')
arrivalNode,(283, '2005-05-10T06:54:24',3850432, 'a')
arrivalNode,(284, '2005-05-10T06:56:42',3850796, 'a')
arrivalNode,(360, '2005-05-10T06:59:06',3851524, 'a')
arrivalNode,(611, '2005-05-10T07:02:42',3852252, 'a')
arrivalNode,(592, '2005-05-10T07:07:00',3852980, 'a')
arrivalNode,(606, '2005-05-10T07:09:48',3853708, 'a')
arrivalNode,(623, '2005-05-10T07:14:24',3854072, 'a')
arrivalNode,(623, '2005-05-10T06:14:48',3877732, 'a')
arrivalNode,(606, '2005-05-10T06:17:54',3878096, 'a')
arrivalNode,(592, '2005-05-10T06:22:12',3878824, 'a')
arrivalNode,(611, '2005-05-10T06:27:06',3879552, 'a')
arrivalNode,(360, '2005-05-10T06:30:06',3880280, 'a')
arrivalNode,(284, '2005-05-10T06:32:30',3881008, 'a')
arrivalNode,(283, '2005-05-10T06:35:48',3881372, 'a')
arrivalNode,(168, '2005-05-10T06:39:18',3882100, 'a')
arrivalNode,(207, '2005-05-10T06:43:48',3882828, 'a')
arrivalNode,(274, '2005-05-10T06:48:24',3883192, 'a')
arrivalNode,(498, '2005-05-10T06:54:06',3884284, 'a')
arrivalNode,(274, '2005-05-10T07:11:42',3885376, 'a')
arrivalNode,(207, '2005-05-10T07:15:54',3885740, 'a')
arrivalNode,(168, '2005-05-10T07:20:54',3886468, 'a')
arrivalNode,(283, '2005-05-10T07:24:24',3887196, 'a')
arrivalNode,(284, '2005-05-10T07:26:42',3887560, 'a')
arrivalNode,(360, '2005-05-10T07:29:06',3888288, 'a')
arrivalNode,(611, '2005-05-10T07:32:42',3889016, 'a')
arrivalNode,(592, '2005-05-10T07:37:00',3889744, 'a')
arrivalNode,(606, '2005-05-10T07:39:48',3890472, 'a')
arrivalNode,(623, '2005-05-10T07:44:24',3890836, 'a')
arrivalNode,(322, '2005-05-10T07:56:06',3893748, 'a')
arrivalNode,(488, '2005-05-10T08:01:06',3894112, 'a')
arrivalNode,(623, '2005-05-10T06:44:48',3914496, 'a')
arrivalNode,(606, '2005-05-10T06:47:54',3914860, 'a')
arrivalNode,(592, '2005-05-10T06:52:12',3915588, 'a')
arrivalNode,(611, '2005-05-10T06:57:06',3916316, 'a')
arrivalNode,(360, '2005-05-10T07:00:06',3917044, 'a')
arrivalNode,(284, '2005-05-10T07:02:30',3917772, 'a')
arrivalNode,(283, '2005-05-10T07:05:48',3918136, 'a')
arrivalNode,(168, '2005-05-10T07:09:18',3918864, 'a')
arrivalNode,(207, '2005-05-10T07:13:48',3919592, 'a')
arrivalNode,(274, '2005-05-10T07:18:24',3919956, 'a')
arrivalNode,(498, '2005-05-10T07:24:06',3921048, 'a')
arrivalNode,(274, '2005-05-10T07:41:42',3922140, 'a')
arrivalNode,(207, '2005-05-10T07:45:54',3922504, 'a')
arrivalNode,(168, '2005-05-10T07:50:54',3923232, 'a')
arrivalNode,(283, '2005-05-10T07:54:24',3923960, 'a')
arrivalNode,(284, '2005-05-10T07:56:42',3924324, 'a')
arrivalNode,(360, '2005-05-10T07:59:06',3925052, 'a')
arrivalNode,(623, '2005-05-10T07:14:48',3951260, 'a')
arrivalNode,(606, '2005-05-10T07:17:54',3951624, 'a')
arrivalNode,(592, '2005-05-10T07:22:12',3952352, 'a')
arrivalNode,(611, '2005-05-10T07:27:06',3953080, 'a')
arrivalNode,(360, '2005-05-10T07:30:06',3953808, 'a')
arrivalNode,(284, '2005-05-10T07:32:30',3954536, 'a')
arrivalNode,(283, '2005-05-10T07:35:48',3954900, 'a')
arrivalNode,(168, '2005-05-10T07:39:18',3955628, 'a')
arrivalNode,(207, '2005-05-10T07:43:48',3956356, 'a')
arrivalNode,(274, '2005-05-10T07:48:24',3956720, 'a')
arrivalNode,(498, '2005-05-10T07:54:06',3957812, 'a')
arrivalNode,(623, '2005-05-10T07:44:48',3988024, 'a')
arrivalNode,(606, '2005-05-10T07:47:54',3988388, 'a')
arrivalNode,(592, '2005-05-10T07:52:12',3989116, 'a')
arrivalNode,(611, '2005-05-10T07:57:06',3989844, 'a')
arrivalNode,(360, '2005-05-10T08:00:06',3990572, 'a')
arrivalNode,(666, '2005-05-10T06:15:30',4977740, 'a')
arrivalNode,(584, '2005-05-10T06:21:30',4978104, 'a')
arrivalNode,(659, '2005-05-10T06:23:00',4978468, 'a')
arrivalNode,(633, '2005-05-10T06:28:30',4979560, 'a')
arrivalNode,(666, '2005-05-10T06:45:30',4982472, 'a')
arrivalNode,(584, '2005-05-10T06:51:30',4982836, 'a')
arrivalNode,(659, '2005-05-10T06:53:00',4983200, 'a')
arrivalNode,(633, '2005-05-10T06:58:30',4984292, 'a')
arrivalNode,(666, '2005-05-10T07:15:30',4987204, 'a')
arrivalNode,(584, '2005-05-10T07:21:30',4987568, 'a')
arrivalNode,(659, '2005-05-10T07:23:00',4987932, 'a')
arrivalNode,(633, '2005-05-10T07:28:30',4989024, 'a')
arrivalNode,(666, '2005-05-10T07:45:30',4991936, 'a')
arrivalNode,(584, '2005-05-10T07:51:30',4992300, 'a')
arrivalNode,(659, '2005-05-10T07:53:00',4992664, 'a')
arrivalNode,(633, '2005-05-10T07:58:30',4993756, 'a')
arrivalNode,(10, '2005-05-10T06:59:30',5417612, 'a')
arrivalNode,(7, '2005-05-10T07:02:30',5417976, 'a')
arrivalNode,(11, '2005-05-10T07:04:30',5418340, 'a')
arrivalNode,(8, '2005-05-10T07:05:30',5418704, 'a')
arrivalNode,(12, '2005-05-10T07:08:30',5419068, 'a')
arrivalNode,(13, '2005-05-10T07:11:00',5419432, 'a')
arrivalNode,(10, '2005-05-10T07:59:30',5422344, 'a')
arrivalNode,(498, '2005-05-10T06:54:30',5495121, 'a')
arrivalNode,(498, '2005-05-10T07:54:30',5499827, 'a')
arrivalNode,(168, '2005-05-10T06:15:06',5576576, 'a')
arrivalNode,(587, '2005-05-10T06:19:36',5577304, 'a')
arrivalNode,(611, '2005-05-10T06:24:36',5578032, 'a')
arrivalNode,(663, '2005-05-10T06:27:06',5578396, 'a')
arrivalNode,(633, '2005-05-10T06:33:12',5579488, 'a')
arrivalNode,(659, '2005-05-10T06:41:12',5580580, 'a')
arrivalNode,(584, '2005-05-10T06:43:42',5580944, 'a')
arrivalNode,(168, '2005-05-10T07:15:06',5590044, 'a')
arrivalNode,(587, '2005-05-10T07:19:36',5590772, 'a')
arrivalNode,(611, '2005-05-10T07:24:36',5591500, 'a')
arrivalNode,(663, '2005-05-10T07:27:06',5591864, 'a')
arrivalNode,(633, '2005-05-10T07:33:12',5592956, 'a')
arrivalNode,(659, '2005-05-10T07:41:12',5594048, 'a')
arrivalNode,(584, '2005-05-10T07:43:42',5594412, 'a')
arrivalNode,(623, '2005-05-10T06:44:48',5823732, 'a')
arrivalNode,(606, '2005-05-10T06:47:54',5824096, 'a')
arrivalNode,(592, '2005-05-10T06:52:12',5824824, 'a')
arrivalNode,(611, '2005-05-10T06:57:06',5825552, 'a')
arrivalNode,(360, '2005-05-10T07:00:06',5826280, 'a')
arrivalNode,(284, '2005-05-10T07:02:30',5827008, 'a')
arrivalNode,(283, '2005-05-10T07:05:48',5827372, 'a')
arrivalNode,(168, '2005-05-10T07:09:18',5828100, 'a')
arrivalNode,(207, '2005-05-10T07:13:48',5828828, 'a')
arrivalNode,(274, '2005-05-10T07:18:24',5829192, 'a')
arrivalNode,(498, '2005-05-10T07:24:06',5830284, 'a')
arrivalNode,(623, '2005-05-10T07:14:48',5836472, 'a')
arrivalNode,(606, '2005-05-10T07:17:54',5836836, 'a')
arrivalNode,(592, '2005-05-10T07:22:12',5837564, 'a')
arrivalNode,(611, '2005-05-10T07:27:06',5838292, 'a')
arrivalNode,(360, '2005-05-10T07:30:06',5839020, 'a')
arrivalNode,(284, '2005-05-10T07:32:30',5839748, 'a')
arrivalNode,(283, '2005-05-10T07:35:48',5840112, 'a')
arrivalNode,(168, '2005-05-10T07:39:18',5840840, 'a')
arrivalNode,(207, '2005-05-10T07:43:48',5841568, 'a')
arrivalNode,(274, '2005-05-10T07:48:24',5841932, 'a')
arrivalNode,(498, '2005-05-10T07:54:06',5843024, 'a')
arrivalNode,(623, '2005-05-10T07:44:48',5849212, 'a')
arrivalNode,(606, '2005-05-10T07:47:54',5849576, 'a')
arrivalNode,(592, '2005-05-10T07:52:12',5850304, 'a')
arrivalNode,(611, '2005-05-10T07:57:06',5851032, 'a')
arrivalNode,(360, '2005-05-10T08:00:06',5851760, 'a')
arrivalNode,(494, '2005-05-10T06:50:06',6240512, 'a')
arrivalNode,(623, '2005-05-10T07:01:00',6243060, 'a')
arrivalNode,(606, '2005-05-10T07:05:00',6243424, 'a')
arrivalNode,(592, '2005-05-10T07:09:18',6244152, 'a')
arrivalNode,(611, '2005-05-10T07:13:36',6244880, 'a')
arrivalNode,(240, '2005-05-10T07:16:36',6245244, 'a')
arrivalNode,(409, '2005-05-10T07:19:06',6245972, 'a')
arrivalNode,(356, '2005-05-10T07:23:54',6246336, 'a')
arrivalNode,(344, '2005-05-10T07:26:00',6246700, 'a')
arrivalNode,(188, '2005-05-10T07:30:54',6247064, 'a')
arrivalNode,(466, '2005-05-10T07:33:12',6247428, 'a')
arrivalNode,(437, '2005-05-10T07:36:06',6247792, 'a')
arrivalNode,(349, '2005-05-10T07:38:06',6248156, 'a')
arrivalNode,(346, '2005-05-10T07:42:12',6248520, 'a')
arrivalNode,(494, '2005-05-10T07:50:06',6252160, 'a')
arrivalNode,(623, '2005-05-10T08:01:00',6254708, 'a')
arrivalNode,(10, '2005-05-10T07:19:30',6437800, 'a')
arrivalNode,(7, '2005-05-10T07:22:30',6438164, 'a')
arrivalNode,(11, '2005-05-10T07:24:30',6438528, 'a')
arrivalNode,(8, '2005-05-10T07:25:30',6438892, 'a')
arrivalNode,(12, '2005-05-10T07:28:30',6439256, 'a')
arrivalNode,(13, '2005-05-10T07:31:00',6439620, 'a')
arrivalNode,(623, '2005-05-10T06:02:48',6627445, 'a')
arrivalNode,(629, '2005-05-10T06:05:54',6627809, 'a')
arrivalNode,(601, '2005-05-10T06:08:00',6628173, 'a')
arrivalNode,(277, '2005-05-10T06:09:06',6628537, 'a')
arrivalNode,(300, '2005-05-10T06:13:06',6628901, 'a')
arrivalNode,(548, '2005-05-10T06:28:18',6631813, 'a')
arrivalNode,(351, '2005-05-10T06:31:30',6632177, 'a')
arrivalNode,(354, '2005-05-10T06:32:36',6632541, 'a')
arrivalNode,(176, '2005-05-10T06:35:36',6632905, 'a')
arrivalNode,(387, '2005-05-10T06:40:06',6633269, 'a')
arrivalNode,(560, '2005-05-10T06:44:06',6633633, 'a')
arrivalNode,(618, '2005-05-10T06:46:18',6633997, 'a')
arrivalNode,(611, '2005-05-10T06:51:06',6634361, 'a')
arrivalNode,(592, '2005-05-10T06:54:24',6635089, 'a')
arrivalNode,(606, '2005-05-10T06:58:12',6635817, 'a')
arrivalNode,(623, '2005-05-10T07:02:48',6636181, 'a')
arrivalNode,(629, '2005-05-10T07:05:54',6636545, 'a')
arrivalNode,(601, '2005-05-10T07:08:00',6636909, 'a')
arrivalNode,(277, '2005-05-10T07:09:06',6637273, 'a')
arrivalNode,(300, '2005-05-10T07:13:06',6637637, 'a')
arrivalNode,(143, '2005-05-10T06:48:54',6783237, 'a')
arrivalNode,(494, '2005-05-10T06:53:06',6783601, 'a')
arrivalNode,(328, '2005-05-10T06:58:18',6783965, 'a')
arrivalNode,(439, '2005-05-10T06:59:54',6784329, 'a')
arrivalNode,(203, '2005-05-10T07:03:24',6784693, 'a')
arrivalNode,(538, '2005-05-10T07:06:00',6785421, 'a')
arrivalNode,(611, '2005-05-10T07:10:00',6785785, 'a')
arrivalNode,(663, '2005-05-10T07:13:00',6786149, 'a')
arrivalNode,(633, '2005-05-10T07:18:00',6787241, 'a')
arrivalNode,(143, '2005-05-10T07:48:54',6788697, 'a')
arrivalNode,(494, '2005-05-10T07:53:06',6789061, 'a')
arrivalNode,(328, '2005-05-10T07:58:18',6789425, 'a')
arrivalNode,(439, '2005-05-10T07:59:54',6789789, 'a')
arrivalNode,(498, '2005-05-10T06:19:18',6975793, 'a')
arrivalNode,(498, '2005-05-10T07:19:18',6980525, 'a')
arrivalNode,(12, '2005-05-10T06:58:30',7245881, 'a')
arrivalNode,(8, '2005-05-10T07:00:30',7246245, 'a')
arrivalNode,(11, '2005-05-10T07:02:30',7246609, 'a')
arrivalNode,(7, '2005-05-10T07:04:30',7246973, 'a')
arrivalNode,(10, '2005-05-10T07:06:30',7247337, 'a')
arrivalNode,(9, '2005-05-10T07:07:30',7247701, 'a')
arrivalNode,(179, '2005-05-10T06:53:48',7506141, 'a')
arrivalNode,(220, '2005-05-10T07:08:00',7506505, 'a')
arrivalNode,(379, '2005-05-10T07:12:24',7506869, 'a')
arrivalNode,(553, '2005-05-10T07:13:42',7507233, 'a')
arrivalNode,(545, '2005-05-10T07:19:30',7507597, 'a')
arrivalNode,(498, '2005-05-10T07:24:00',7508325, 'a')
arrivalNode,(611, '2005-05-10T06:00:24',7588343, 'a')
arrivalNode,(663, '2005-05-10T06:03:36',7588707, 'a')
arrivalNode,(633, '2005-05-10T06:08:06',7589799, 'a')
arrivalNode,(659, '2005-05-10T06:17:06',7590527, 'a')
arrivalNode,(584, '2005-05-10T06:19:54',7590891, 'a')
arrivalNode,(666, '2005-05-10T06:22:54',7591255, 'a')
arrivalNode,(280, '2005-05-10T06:24:54',7591619, 'a')
arrivalNode,(207, '2005-05-10T06:19:06',7598171, 'a')
arrivalNode,(199, '2005-05-10T06:23:30',7598899, 'a')
arrivalNode,(538, '2005-05-10T06:26:54',7599263, 'a')
arrivalNode,(611, '2005-05-10T06:30:24',7599627, 'a')
arrivalNode,(663, '2005-05-10T06:33:36',7599991, 'a')
arrivalNode,(633, '2005-05-10T06:38:06',7601083, 'a')
arrivalNode,(659, '2005-05-10T06:47:06',7601811, 'a')
arrivalNode,(584, '2005-05-10T06:49:54',7602175, 'a')
arrivalNode,(666, '2005-05-10T06:52:54',7602539, 'a')
arrivalNode,(280, '2005-05-10T06:54:54',7602903, 'a')
arrivalNode,(207, '2005-05-10T06:49:06',7609455, 'a')
arrivalNode,(199, '2005-05-10T06:53:30',7610183, 'a')
arrivalNode,(538, '2005-05-10T06:56:54',7610547, 'a')
arrivalNode,(611, '2005-05-10T07:00:24',7610911, 'a')
arrivalNode,(663, '2005-05-10T07:03:36',7611275, 'a')
arrivalNode,(633, '2005-05-10T07:08:06',7612367, 'a')
arrivalNode,(659, '2005-05-10T07:17:06',7613095, 'a')
arrivalNode,(584, '2005-05-10T07:19:54',7613459, 'a')
arrivalNode,(666, '2005-05-10T07:22:54',7613823, 'a')
arrivalNode,(280, '2005-05-10T07:24:54',7614187, 'a')
arrivalNode,(207, '2005-05-10T07:19:06',7630558, 'a')
arrivalNode,(199, '2005-05-10T07:23:30',7631282, 'a')
arrivalNode,(538, '2005-05-10T07:26:54',7631644, 'a')
arrivalNode,(611, '2005-05-10T07:30:24',7632006, 'a')
arrivalNode,(663, '2005-05-10T07:33:36',7632368, 'a')
arrivalNode,(633, '2005-05-10T07:38:06',7633454, 'a')
arrivalNode,(659, '2005-05-10T07:47:06',7634178, 'a')
arrivalNode,(584, '2005-05-10T07:49:54',7634540, 'a')
arrivalNode,(666, '2005-05-10T07:52:54',7634902, 'a')
arrivalNode,(280, '2005-05-10T07:54:54',7635264, 'a')
arrivalNode,(277, '2005-05-10T06:18:00',8590721, 'a')
arrivalNode,(601, '2005-05-10T06:20:06',8591085, 'a')
arrivalNode,(629, '2005-05-10T06:22:48',8591449, 'a')
arrivalNode,(623, '2005-05-10T06:26:54',8591813, 'a')
arrivalNode,(606, '2005-05-10T06:30:00',8592177, 'a')
arrivalNode,(592, '2005-05-10T06:34:18',8592905, 'a')
arrivalNode,(611, '2005-05-10T06:38:36',8593633, 'a')
